,tweet_id,day,month,year,text,rating_numerator,rating_denominator,name,rating,dog_count,stages_of_dog,jpg_url,dog_type_pred,dog_conf,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
11,667544320556335104,20,11,2015,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10.0,Kial,7.0,2.0,None,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893,891,548,6882958,8,Twitter Web Client,Original tweet,https://t.co/8zcwIoiuqR
12,667546741521195010,20,11,2015,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9.0,10.0,George,9.0,1.0,None,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,Toy Poodle,0.787424,341,132,6882958,8,Twitter Web Client,Original tweet,https://t.co/afRtVsoIIb
13,667728196545200128,20,11,2015,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10.0,Olive,11.0,1.0,None,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,Kuvasz,0.360159,384,157,6882958,8,Twitter Web Client,Original tweet,https://t.co/LwrCwlWwPB
14,667773195014021121,20,11,2015,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10.0,a,8.0,1.0,None,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West Highland White Terrier,0.360465,240,59,6882958,8,Twitter Web Client,Original tweet,https://t.co/ZU0i0KJyqD
15,667793409583771648,20,11,2015,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10.0,None,8.0,1.0,None,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,Dalmatian,0.5350729999999999,719,343,6882958,8,Twitter for iPhone,Original tweet,https://t.co/s1z7mX4c9O
16,667801013445750784,20,11,2015,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,Flat-Coated Retriever,0.508392,338,98,6882958,8,Twitter for iPhone,Original tweet,https://t.co/SVMF4Frf1w
17,667806454573760512,20,11,2015,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,Filup,10.0,1.0,None,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155,1090,522,6882958,8,Twitter for iPhone,Original tweet,https://t.co/TBmDJXJB75
18,667832474953625600,20,11,2015,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,Miniature Pinscher,0.2142,294,65,6882958,8,Twitter for iPhone,Original tweet,https://t.co/z1xPTgVLc7
19,667861340749471744,21,11,2015,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10.0,a,9.0,1.0,None,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,Malamute,0.967275,250,81,6882958,8,Twitter for iPhone,Original tweet,https://t.co/J4GnJ5Swba
20,667878741721415682,21,11,2015,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10.0,Tedrick,2.0,1.0,None,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,Miniature Pinscher,0.106003,402,124,6882958,8,Twitter for iPhone,Original tweet,https://t.co/LvP1TTYSCN
21,667885044254572545,21,11,2015,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,Stu,10.0,1.0,None,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,Malamute,0.0885297,845,508,6882958,8,Twitter for iPhone,Original tweet,https://t.co/7rkYZQdKEd
22,667886921285246976,21,11,2015,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10.0,Erik,11.0,1.0,None,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,1963,1148,6882958,8,Twitter for iPhone,Original tweet,https://t.co/MT7Q4aDQS1
23,667435689202614272,19,11,2015,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,311,85,6882958,8,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm
24,667393430834667520,19,11,2015,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,8.0,1.0,None,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,Papillon,0.557009,198,58,6882958,8,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS
25,666804364988780544,18,11,2015,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,8.0,1.0,None,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English Setter,0.32879200000000003,244,94,6882959,8,Twitter for iPhone,Original tweet,https://t.co/RdKbAOEpDK
26,666817836334096384,18,11,2015,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,9.0,1.0,None,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature Schnauzer,0.496953,529,258,6882959,8,Twitter for iPhone,Original tweet,https://t.co/8whlkYw3mO
27,666826780179869698,18,11,2015,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese Dog,0.359383,257,98,6882959,8,Twitter for iPhone,Original tweet,https://t.co/V6ZzG45zzG
28,666835007768551424,18,11,2015,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,None,10.0,2.0,None,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,219,80,6882959,8,Twitter for iPhone,Original tweet,https://t.co/ZnEMHBsAs1
29,666996132027977728,18,11,2015,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,10.0,1.0,None,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,248,98,6882959,8,Twitter for iPhone,Original tweet,https://t.co/SVpNbhaIMk
30,667044094246576128,18,11,2015,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Golden Retriever,0.765266,190,51,6882959,8,Twitter for iPhone,Original tweet,https://t.co/QZAnwgnOMB
31,667062181243039745,18,11,2015,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,10.0,1.0,None,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake Bay Retriever,0.825678,221,56,6882959,8,Twitter for iPhone,Original tweet,https://t.co/tz1lpuvXLA
32,667073648344346624,18,11,2015,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,10.0,1.0,None,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,411,127,6882958,8,Twitter for iPhone,Original tweet,https://t.co/DPSamreuRq
33,667405339315146752,19,11,2015,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,7.0,1.0,None,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint Bernard,0.381377,476,225,6882958,8,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1
34,667090893657276420,18,11,2015,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,Clybe,7.0,1.0,None,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,338,130,6882958,8,Twitter for iPhone,Original tweet,https://t.co/Ks0jZtdIrr
35,667138269671505920,19,11,2015,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,None,10.0,1.0,None,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West Highland White Terrier,0.747713,4734,2305,6882958,8,Twitter for iPhone,Original tweet,https://t.co/0DvHAMdA4V
36,667152164079423490,19,11,2015,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,Pipsy,12.0,1.0,None,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Toy Poodle,0.535411,48991,17772,6882958,8,Twitter for iPhone,Original tweet,https://t.co/h9R0EwKd9X
37,667160273090932737,19,11,2015,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,Bradlay,11.0,1.0,None,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Golden Retriever,0.471351,262,65,6882958,8,Twitter for iPhone,Original tweet,https://t.co/DKhgkMx4N1
38,667165590075940865,19,11,2015,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,10.0,1.0,None,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Miniature Pinscher,0.140173,2752,1189,6882958,8,Twitter for iPhone,Original tweet,https://t.co/li2XYBVuAY
39,667171260800061440,19,11,2015,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,10.0,1.0,None,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Giant Schnauzer,0.8412649999999999,226,94,6882958,8,Twitter for iPhone,Original tweet,https://t.co/6RHNRsByOY
40,667174963120574464,19,11,2015,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,9.0,1.0,None,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Toy Poodle,0.266437,254,86,6882958,8,Twitter for iPhone,Original tweet,https://t.co/fGDWgukcBs
41,667176164155375616,19,11,2015,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,None,4.0,1.0,None,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,Soft-Coated Wheaten Terrier,0.318981,625,474,6882958,8,Twitter for iPhone,Original tweet,https://t.co/PZxSarAfSN
42,667177989038297088,19,11,2015,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,a,8.0,1.0,None,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,Vizsla,0.25924899999999995,192,57,6882958,8,Twitter for iPhone,Original tweet,https://t.co/jpaeu6LNmW
43,667182792070062081,19,11,2015,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,10.0,1.0,None,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,Golden Retriever,0.949892,14731,6449,6882958,8,Twitter for iPhone,Original tweet,https://t.co/s2yYuHabWl
44,667192066997374976,19,11,2015,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,None,12.0,1.0,None,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,398,110,6882958,8,Twitter for iPhone,Original tweet,https://t.co/QCugm5ydl6
45,667200525029539841,19,11,2015,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,Joshwa,11.0,1.0,None,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian Husky,0.694904,629,271,6882958,8,Twitter for iPhone,Original tweet,https://t.co/60xYFRATPZ
46,667211855547486208,19,11,2015,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,9.0,1.0,None,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,Golden Retriever,0.462556,501,250,6882958,8,Twitter for iPhone,Original tweet,https://t.co/azEoGqVonH
47,667119796878725120,18,11,2015,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,10.0,1.0,None,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,334,132,6882958,8,Twitter for iPhone,Original tweet,https://t.co/3LZrJzg3BJ
48,666781792255496192,18,11,2015,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10.0,a,10.0,1.0,None,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian Greyhound,0.618316,395,203,6883647,8,Twitter for iPhone,Original tweet,https://t.co/uEvsGLOFHa
49,667902449697558528,21,11,2015,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,Cleopatricia,9.0,1.0,None,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian Elkhound,0.298881,875,390,6882958,8,Twitter for iPhone,Original tweet,https://t.co/sJeHdGUt0W
50,667915453470232577,21,11,2015,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,10.0,1.0,None,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,Boxer,0.196655,217,58,6882958,8,Twitter for iPhone,Original tweet,https://t.co/tIaaBIMlJN
51,667924896115245057,21,11,2015,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,Jiminy,9.0,1.0,None,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador Retriever,0.209051,309,116,6882958,8,Twitter for iPhone,Original tweet,https://t.co/fW6kIPFGD2
52,668113020489474048,21,11,2015,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,Alfie,6.0,1.0,None,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,686,257,6882958,8,Twitter for iPhone,Original tweet,https://t.co/GCJzm3YsfX
53,668171859951755264,21,11,2015,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10.0,a,7.0,1.0,None,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,507,202,6882958,8,Twitter for iPhone,Original tweet,https://t.co/XpseHBlAAb
54,668190681446379520,21,11,2015,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10.0,Skittles,12.0,1.0,None,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim Spaniel,0.958402,671,205,6882958,8,Twitter for iPhone,Original tweet,https://t.co/2wm0POA9N2
55,668204964695683073,21,11,2015,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10.0,Ron,8.0,1.0,None,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador Retriever,0.65518,568,204,6882958,8,Twitter for iPhone,Original tweet,https://t.co/4ilfcR5SlK
56,668221241640230912,22,11,2015,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10.0,None,10.0,1.0,None,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,Chow,0.395101,526,209,6882958,8,Twitter for iPhone,Original tweet,https://t.co/4pw1QQ6udh
57,668237644992782336,22,11,2015,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10.0,Torque,10.0,1.0,None,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,Chow,0.8093199999999999,6433,2995,6882958,8,Twitter for iPhone,Original tweet,https://t.co/TnSRDqYO5i
58,668248472370458624,22,11,2015,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8.0,10.0,Bisquick,8.0,1.0,None,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,1026,511,6882958,8,Twitter for iPhone,Original tweet,https://t.co/1XYRh8N00K
59,668256321989451776,22,11,2015,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13.0,10.0,Jareld,13.0,1.0,None,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,1351,650,6882958,8,Twitter for iPhone,Original tweet,https://t.co/L6qAEV5PAd
60,668268907921326080,22,11,2015,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,None,10.0,1.0,None,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,573,251,6882958,8,Twitter for iPhone,Original tweet,https://t.co/aeZykWwiJN
61,668274247790391296,22,11,2015,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10.0,10.0,Sophie,10.0,1.0,None,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,Soft-Coated Wheaten Terrier,0.406374,852,241,6882958,8,Twitter for iPhone,Original tweet,https://t.co/3j9kZRcpVB
62,668286279830867968,22,11,2015,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11.0,10.0,Rusty,11.0,1.0,None,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,Golden Retriever,0.215944,522,143,6882958,8,Twitter for iPhone,Original tweet,https://t.co/C8U6cxI1Jc
63,666776908487630848,18,11,2015,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10.0,Josep,5.0,1.0,None,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Miniature Pinscher,0.167175,359,178,6882959,8,Twitter for iPhone,Original tweet,https://t.co/XNGeDwrtYH
64,666739327293083650,17,11,2015,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10.0,Lugan,10.0,1.0,None,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature Poodle,0.546933,239,66,6882959,8,Twitter for iPhone,Original tweet,https://t.co/tI3uFLDHBI
65,666701168228331520,17,11,2015,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8.0,10.0,a,8.0,1.0,None,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador Retriever,0.887707,438,223,6882959,8,Twitter for iPhone,Original tweet,https://t.co/uQbZJM2DQB
66,668297328638447616,22,11,2015,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9.0,10.0,None,9.0,1.0,None,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,Eskimo Dog,0.0327838,640,313,6882958,8,Twitter for iPhone,Original tweet,https://t.co/P8bivfp5sU
67,666071193221509120,16,11,2015,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,9.0,10.0,None,9.0,1.0,None,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon Setter,0.503672,148,62,6882959,8,Twitter for iPhone,Original tweet,https://t.co/ZoL8kq2XFx
68,666073100786774016,16,11,2015,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10.0,10.0,None,10.0,1.0,None,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker Hound,0.260857,323,166,6882959,8,Twitter for iPhone,Original tweet,https://t.co/Yk6GHE9tOY
69,666082916733198337,16,11,2015,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6.0,10.0,None,6.0,1.0,None,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,Pug,0.489814,118,45,6882959,8,Twitter for iPhone,Original tweet,https://t.co/3RU6x0vHB7
70,666094000022159362,16,11,2015,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9.0,10.0,None,9.0,1.0,None,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,Bloodhound,0.195217,164,76,6882959,8,Twitter for iPhone,Original tweet,https://t.co/mnioXo3IfP
71,666099513787052032,16,11,2015,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8.0,10.0,None,8.0,1.0,None,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa,0.58233,157,69,6882959,8,Twitter for iPhone,Original tweet,https://t.co/Ri4nMTLq5C
72,666102155909144576,16,11,2015,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11.0,10.0,None,11.0,1.0,None,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English Setter,0.298617,80,13,6882959,8,Twitter for iPhone,Original tweet,https://t.co/11LvqN4WLq
